Date of Data,Recipient/Sub-Recipient Name,Recipient/Sub-Recipient Address,Recipient/Sub-Recipient City,Recipient/Sub-Recipient State Abbreviation,Recipient/Sub-Recipient ZIP Code,HAB Provider Type Description,Received Part A Funding Indicator,Part A Grantee Name,Part A Grant Number,Received Part B Funding Indicator,Part B Grantee Name,Part B Grant Number,Received Part C Funding Indicator,Part C Grantee Name,Part C Grant Number,Received Part D Funding Indicator,Part D Grantee Name,Part D Grant Number,Reporting Year,HHS Region Number,HHS Region Code,HHS Region Name,State Federal Information Processing Standard Code,State Name,State County FIPS Code,County FIPS,County or County Equivalent Name,County Description,County within 100 Kilometers of U.S. - Mexico Border Indicator,U.S. - Mexico Border 100 Kilometer Status Indicator,U.S. - Mexico Border County Indicator,Complete County Name,Name of U.S. Senator Number One,Name of U.S. Senator Number Two,Congress Number Text,Congressional District Number,Congressional District Name,State FIPS and Congressional District Number Code,U.S. Congressional Representative Name,U.S. Congressional Representative Title,U.S. Representative Party Code,U.S. House of Representatives Member Website,Geocoding Artifact Address Primary X Coordinate,Geocoding Artifact Address Primary Y Coordinate,Common City Name with State Abbreviation,Common Congressional District Name,Common Congress Number Text,Common County Name with State Abbreviation,Common HHS Region Code,Common HHS Region Name,Common State Abbreviation,Common State County FIPS Code,Common State FIPS Code,Common State FIPS Code Congressional District Number,Common State Name,Common Postal Code,Data Warehouse Record Create Date,Data Warehouse Record Create Date Text,RWHAP Funded Services
03/25/2024,CHRISTIANA CARE HEALTH SERVICES INC,501 W 14th St,Wilmington,DE,19801-1013,Hospital or university-based clinic,Y,,,Y,,X07HA00081 / X08HA45,Y,"CHRISTIANA CARE HEALTH SERVICES, INC.",H76HA00176,Y,"CHRISTIANA CARE HEALTH SERVICES, INC.",H12HA24785,2023,3,03,Region 3,10,Delaware,10003,003,New Castle,County            ,N,N,N,New Castle County,Thomas R. Carper,Christopher A. Coons,118,00,Delaware At Large,1000,Lisa Blunt Rochester,Representative,D,https://bluntrochester.house.gov,-75.54939511,39.75076551,"Wilmington, DE",Delaware At Large,118,"New Castle County, DE",03,Region 3,DE,10003,10,1000,Delaware,19801,07/18/2024,2024/07/18,Quality management; Outpatient/ambulatory medical care; Local AIDS Pharmaceutical Assistance; Mental health services; Medical case management (including treatment adherence); Case management (non-medical)
03/25/2024,KANSAS CITY CARE CLINIC,3515 Broadway Blvd,Kansas City,MO,64111-2501,Publicly funded community health center,Y,"KANSAS CITY, MISSOURI, CITY OF",H89HA00028,Y,"HEALTH AND SENIOR SERVICES, MISSOURI DEPARTMENT OF",X07HA00030,Y,Kansas City CARE Clinic,H76HA00140,Y,Kansas City CARE Clinic,H12HA24807,2023,7,07,Region 7,29,Missouri,29095,095,Jackson,County            ,N,N,N,Jackson County,Josh Hawley,Josh Hawley,118,05,Missouri District 05,2905,Emanuel Cleaver,Representative,D,https://cleaver.house.gov,-94.59034671,39.06335197,"Kansas City, MO",Missouri District 05,118,"Jackson County, MO",07,Region 7,MO,29095,29,2905,Missouri,64111,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Oral health care; Early intervention services (Parts A and B); Mental health services; Medical case management (including treatment adherence); Substance abuse services-outpatient; Emergency financial assistance; Health education/risk reduction; Linguistics services; Medical transportation services; Referral for health care/supportive services
03/25/2024,UNIVERSITY OF TOLEDO,3000 Arlington Ave,Toledo,OH,43614-2595,Hospital or university-based clinic,Y,,,Y,"Health, Ohio Department of",X07HA00016,Y,"UNIVERSITY OF TOLEDO, THE",H76HA00732,Y,"UNIVERSITY OF TOLEDO, THE",H12HA24838,2023,5,05,Region 5,39,Ohio,39095,095,Lucas,County            ,N,N,N,Lucas County,Sherrod Brown,J.D. Vance,118,09,Ohio District 09,3909,Marcy Kaptur,Representative,D,https://kaptur.house.gov/,-83.61692168,41.62117664,"Toledo, OH",Ohio District 09,118,"Lucas County, OH",05,Region 5,OH,39095,39,3909,Ohio,43614,07/18/2024,2024/07/18,Administrative or technical support; Quality management; Outpatient/ambulatory medical care; Local AIDS Pharmaceutical Assistance; Oral health care; Early intervention services (Parts A and B); Health Insurance Premium & Cost Sharing Assistance; Mental health services; Medical nutrition therapy; Medical case management (including treatment adherence); Substance abuse services-outpatient; Case management (non-medical); Emergency financial assistance; Food bank/home-delivered meals; Health education/risk reduction; Housing services; Medical transportation services; Outreach services; Psychosocial support services; Referral for health care/supportive services
03/25/2024,MINNESOTA COMMUNITY CARE,,,,,Publicly funded community health center,Y,HENNEPIN COUNTY,H89HA00050,Y,"Human Services, Minnesota Department of",X07HA00028,Y,,,Y,,,2023,,NA,Not Determined,XX,Not Determined,XXXXX,XXX,Not Determined,Not Determined,N,U,,Not Determined,Not Determined,Not Determined,0  ,0 ,Unknown,XXXX,Unknown,Unknown,,Unknown,,,,Not Determined,XX ,Not Determined,NA,Not Determined,XX,XXXXX,XX,XXXX,Not Determined,,07/18/2024,2024/07/18,Outpatient/ambulatory medical care; Medical nutrition therapy; Medical case management (including treatment adherence); Case management (non-medical); Medical transportation services
03/25/2024,THE NEW YORK AND PRESBYTERIAN HOSPITAL,525 E 68th St,New York,NY,10065-4885,Hospital or university-based clinic,Y,"NEW YORK, CITY OF",H89HA00015,Y,"HEALTH RESEARCH, INC.",X07HA00025,Y,,,Y,"NEW YORK AND PRESBYTERIAN HOSPITAL, THE",H12HA24850,2023,2,02,Region 2,36,New York,36061,061,New York,County            ,N,N,N,New York County,Charles E. Schumer,Kirsten E. Gillibrand,118,12,New York District 12,3612,Jerrold Nadler,Representative,D,https://nadler.house.gov,-73.95450921,40.76435491,"New York, NY",New York District 12,118,"New York County, NY",02,Region 2,NY,36061,36,3612,New York,10065,07/18/2024,2024/07/18,Outpatient/ambulatory medical care; Mental health services; Medical case management (including treatment adherence); Case management (non-medical); Health education/risk reduction; Psychosocial support services; Ending the HIV Epidemic Services
03/25/2024,"AFRICAN SERVICES COMMITTEE, INC.",429 W 127th St,New York,NY,10027-2544,Other community-based service organization (CBO),Y,"NEW YORK, CITY OF",H89HA00015,Y,"HEALTH RESEARCH, INC.",X07HA00025,Y,,,Y,,,2023,2,02,Region 2,36,New York,36061,061,New York,County            ,N,N,N,New York County,Charles E. Schumer,Kirsten E. Gillibrand,118,13,New York District 13,3613,Adriano Espaillat,Representative,D,https://espaillat.house.gov,-73.9544896,40.81338686,"New York, NY",New York District 13,118,"New York County, NY",02,Region 2,NY,36061,36,3613,New York,10027,07/18/2024,2024/07/18,Case management (non-medical); Health education/risk reduction; Psychosocial support services; Other Professional Services
03/25/2024,AIDS SERVICE CENTER,64 W 35th St,New York,NY,10001,Other community-based service organization (CBO),Y,"NEW YORK, CITY OF",H89HA00015,Y,"HEALTH RESEARCH, INC.",X07HA00025,Y,,,Y,,,2023,2,02,Region 2,36,New York,36061,061,New York,County            ,N,N,N,New York County,Charles E. Schumer,Kirsten E. Gillibrand,118,12,New York District 12,3612,Jerrold Nadler,Representative,D,https://nadler.house.gov,-73.98666638,40.75009855,"New York, NY",New York District 12,118,"New York County, NY",02,Region 2,NY,36061,36,3612,New York,10001,07/18/2024,2024/07/18,Substance abuse services-outpatient; Case management (non-medical); Emergency financial assistance; Health education/risk reduction; Housing services; Psychosocial support services
03/25/2024,"ARGUS COMMUNITY, INC. ACCESS II",,,,,Other community-based service organization (CBO),Y,"NEW YORK, CITY OF",H89HA00015,Y,,,Y,,,Y,,,2023,,NA,Not Determined,XX,Not Determined,XXXXX,XXX,Not Determined,Not Determined,N,U,,Not Determined,Not Determined,Not Determined,0  ,0 ,Unknown,XXXX,Unknown,Unknown,,Unknown,,,,Not Determined,XX ,Not Determined,NA,Not Determined,XX,XXXXX,XX,XXXX,Not Determined,,07/18/2024,2024/07/18,Medical case management (including treatment adherence); Food bank/home-delivered meals
03/25/2024,APICHA COMMUNITY HEALTH CENTER,400 Broadway,New York,NY,10013-3698,Publicly funded community health center,Y,"NEW YORK, CITY OF",H89HA00015,Y,"HEALTH RESEARCH, INC.",X07HA00025,Y,APICHA COMMUNITY HEALTH CENTER,H76HA00759,Y,,,2023,2,02,Region 2,36,New York,36061,061,New York,County            ,N,N,N,New York County,Charles E. Schumer,Kirsten E. Gillibrand,118,10,New York District 10,3610,Daniel S. Goldman,Representative,D,https://goldman.house.gov,-74.00233073,40.71866318,"New York, NY",New York District 10,118,"New York County, NY",02,Region 2,NY,36061,36,3610,New York,10013,07/18/2024,2024/07/18,Outpatient/ambulatory medical care; Medical nutrition therapy; Medical case management (including treatment adherence); Food bank/home-delivered meals; Health education/risk reduction; Medical transportation services
03/25/2024,"BAILEY HOUSE, INC. EAST HARLEM CM PROGRAM",1751 Park Ave,New York,NY,10035-2809,Other community-based service organization (CBO),Y,"NEW YORK, CITY OF",H89HA00015,Y,,,Y,,,Y,,,2023,2,02,Region 2,36,New York,36061,061,New York,County            ,N,N,N,New York County,Charles E. Schumer,Kirsten E. Gillibrand,118,13,New York District 13,3613,Adriano Espaillat,Representative,D,https://espaillat.house.gov,-73.94034304,40.80286116,"New York, NY",New York District 13,118,"New York County, NY",02,Region 2,NY,36061,36,3613,New York,10035,07/18/2024,2024/07/18,Early intervention services (Parts A and B); Mental health services; Housing services
03/25/2024,BETANCES HEALTH CENTER,280 Henry St,New York,NY,10002,Other community-based service organization (CBO),Y,"NEW YORK, CITY OF",H89HA00015,Y,,,Y,,,Y,,,2023,2,02,Region 2,36,New York,36047,047,Kings,County            ,N,N,N,Kings County,Charles E. Schumer,Kirsten E. Gillibrand,118,10,New York District 10,3610,Daniel S. Goldman,Representative,D,https://goldman.house.gov,-73.9958734,40.69180865,"New York, NY",New York District 10,118,"Kings County, NY",02,Region 2,NY,36047,36,3610,New York,10002,07/18/2024,2024/07/18,Medical case management (including treatment adherence); Ending the HIV Epidemic Services
03/25/2024,BETH ISRAEL MEDICAL CENTER,10 Nathan D Perlman Pl,New York,NY,10003-3841,Hospital or university-based clinic,Y,"NEW YORK, CITY OF",H89HA00015,Y,"HEALTH RESEARCH, INC.",X07HA00025,Y,,,Y,,,2023,2,02,Region 2,36,New York,36061,061,New York,County            ,N,N,N,New York County,Charles E. Schumer,Kirsten E. Gillibrand,118,12,New York District 12,3612,Jerrold Nadler,Representative,D,https://nadler.house.gov,-73.98289528,40.73360682,"New York, NY",New York District 12,118,"New York County, NY",02,Region 2,NY,36061,36,3612,New York,10003,07/18/2024,2024/07/18,Medical case management (including treatment adherence); Substance abuse services-outpatient
03/25/2024,BOOM!HEALTH,,,,,Other community-based service organization (CBO),Y,"NEW YORK, CITY OF",H89HA00015,Y,"HEALTH RESEARCH, INC.",X07HA00025,Y,,,Y,,,2023,,NA,Not Determined,XX,Not Determined,XXXXX,XXX,Not Determined,Not Determined,N,U,,Not Determined,Not Determined,Not Determined,0  ,0 ,Unknown,XXXX,Unknown,Unknown,,Unknown,,,,Not Determined,XX ,Not Determined,NA,Not Determined,XX,XXXXX,XX,XXXX,Not Determined,,07/18/2024,2024/07/18,Case management (non-medical); Emergency financial assistance; Food bank/home-delivered meals; Health education/risk reduction; Psychosocial support services
03/25/2024,"BRIDGING ACCESS TO CARE, INC.",2261 Church Ave,Brooklyn,NY,11226-6486,Other community-based service organization (CBO),Y,"NEW YORK, CITY OF",H89HA00015,Y,,,Y,,,Y,,,2023,2,02,Region 2,36,New York,36047,047,Kings,County            ,N,N,N,Kings County,Charles E. Schumer,Kirsten E. Gillibrand,118,09,New York District 09,3609,Yvette D. Clarke,Representative,D,https://clarke.house.gov/,-73.95670678,40.6506388,"Brooklyn, NY",New York District 09,118,"Kings County, NY",02,Region 2,NY,36047,36,3609,New York,11226,07/18/2024,2024/07/18,Substance abuse services-outpatient
03/25/2024,"BROOKLYN LEGAL SERVICES, INC.",105 Court St,Brooklyn,NY,11201-5658,Other community-based service organization (CBO),Y,"NEW YORK, CITY OF",H89HA00015,Y,,,Y,,,Y,,,2023,2,02,Region 2,36,New York,36047,047,Kings,County            ,N,N,N,Kings County,Charles E. Schumer,Kirsten E. Gillibrand,118,10,New York District 10,3610,Daniel S. Goldman,Representative,D,https://goldman.house.gov,-73.99168647,40.69078124,"Brooklyn, NY",New York District 10,118,"Kings County, NY",02,Region 2,NY,36047,36,3610,New York,11201,07/18/2024,2024/07/18,Other Professional Services
03/25/2024,"CHURCH AVENUE MERCHANTS BLOCK ASSOCIATION, INC.",1720 Church Ave,Brooklyn,NY,11226-2630,Other community-based service organization (CBO),Y,"NEW YORK, CITY OF",H89HA00015,Y,"HEALTH RESEARCH, INC.",X07HA00025,Y,,,Y,,,2023,2,02,Region 2,36,New York,36047,047,Kings,County            ,N,N,N,Kings County,Charles E. Schumer,Kirsten E. Gillibrand,118,09,New York District 09,3609,Yvette D. Clarke,Representative,D,https://clarke.house.gov/,-73.96329646,40.64924317,"Brooklyn, NY",New York District 09,118,"Kings County, NY",02,Region 2,NY,36047,36,3609,New York,11226,07/18/2024,2024/07/18,Case management (non-medical); Food bank/home-delivered meals; Health education/risk reduction; Housing services; Psychosocial support services
03/25/2024,CICATELLI ASSOCIATES INC.,505 8th Ave,New York,NY,10018-6505,Other community-based service organization (CBO),Y,,,Y,"HEALTH RESEARCH, INC.",X07HA00025,Y,,,Y,,,2023,2,02,Region 2,36,New York,36061,061,New York,County            ,N,N,N,New York County,Charles E. Schumer,Kirsten E. Gillibrand,118,12,New York District 12,3612,Jerrold Nadler,Representative,D,https://nadler.house.gov,-73.9930839,40.75303686,"New York, NY",New York District 12,118,"New York County, NY",02,Region 2,NY,36061,36,3612,New York,10018,07/18/2024,2024/07/18,Planning or evaluation; Technical assistance
03/25/2024,"BRONX WORKS, INC.",60 E Tremont Ave,Bronx,NY,10453-5842,Other community-based service organization (CBO),Y,"NEW YORK, CITY OF",H89HA00015,Y,"HEALTH RESEARCH, INC.",X07HA00025,Y,,,Y,,,2023,2,02,Region 2,36,New York,36005,005,Bronx,County            ,N,N,N,Bronx County,Charles E. Schumer,Kirsten E. Gillibrand,118,15,New York District 15,3615,Ritchie Torres,Representative,D,https://ritchietorres.house.gov,-73.90806936,40.85096289,"Bronx, NY",New York District 15,118,"Bronx County, NY",02,Region 2,NY,36005,36,3615,New York,10453,07/18/2024,2024/07/18,Substance abuse services-outpatient; Case management (non-medical); Health education/risk reduction
03/25/2024,"EXPONENTS, INC.",17 Battery Pl,New York,NY,10004-1207,Other community-based service organization (CBO),Y,"NEW YORK, CITY OF",H89HA00015,Y,,,Y,,,Y,,,2023,2,02,Region 2,36,New York,36061,061,New York,County            ,N,N,N,New York County,Charles E. Schumer,Kirsten E. Gillibrand,118,10,New York District 10,3610,Daniel S. Goldman,Representative,D,https://goldman.house.gov,-74.01601226,40.70515063,"New York, NY",New York District 10,118,"New York County, NY",02,Region 2,NY,36061,36,3610,New York,10004,07/18/2024,2024/07/18,Substance abuse services-outpatient
03/25/2024,FAMILY SERVICES NETWORK OF NEW YORK HRP,,,,,Other community-based service organization (CBO),Y,"NEW YORK, CITY OF",H89HA00015,Y,,,Y,,,Y,,,2023,,NA,Not Determined,XX,Not Determined,XXXXX,XXX,Not Determined,Not Determined,N,U,,Not Determined,Not Determined,Not Determined,0  ,0 ,Unknown,XXXX,Unknown,Unknown,,Unknown,,,,Not Determined,XX ,Not Determined,NA,Not Determined,XX,XXXXX,XX,XXXX,Not Determined,,07/18/2024,2024/07/18,Psychosocial support services
03/25/2024,FORTUNE SOCIETY,625 W 140th St,New York,NY,10031-7186,Other community-based service organization (CBO),Y,"NEW YORK, CITY OF",H89HA00015,Y,,,Y,,,Y,,,2023,2,02,Region 2,36,New York,36061,061,New York,County            ,N,N,N,New York County,Charles E. Schumer,Kirsten E. Gillibrand,118,13,New York District 13,3613,Adriano Espaillat,Representative,D,https://espaillat.house.gov,-73.95419891,40.8239924,"New York, NY",New York District 13,118,"New York County, NY",02,Region 2,NY,36061,36,3613,New York,10031,07/18/2024,2024/07/18,Case management (non-medical)
03/25/2024,GAY MENS HEALTH CRISIS INC.,,,,,Other community-based service organization (CBO),Y,"NEW YORK, CITY OF",H89HA00015,Y,"HEALTH RESEARCH, INC.",X07HA00025,Y,,,Y,,,2023,,NA,Not Determined,XX,Not Determined,XXXXX,XXX,Not Determined,Not Determined,N,U,,Not Determined,Not Determined,Not Determined,0  ,0 ,Unknown,XXXX,Unknown,Unknown,,Unknown,,,,Not Determined,XX ,Not Determined,NA,Not Determined,XX,XXXXX,XX,XXXX,Not Determined,,07/18/2024,2024/07/18,Early intervention services (Parts A and B); Mental health services; Substance abuse services-outpatient; Food bank/home-delivered meals; Health education/risk reduction; Housing services; Psychosocial support services; Other Professional Services
03/25/2024,LIFTING UP WESTCHESTER,35 Orchard St,White Plains,NY,10603-3351,Other community-based service organization (CBO),Y,"NEW YORK, CITY OF",H89HA00015,Y,,,Y,,,Y,,,2023,2,02,Region 2,36,New York,36119,119,Westchester,County            ,N,N,N,Westchester County,Charles E. Schumer,Kirsten E. Gillibrand,118,16,New York District 16,3616,Jamaal Bowman,Representative,D,https://bowman.house.gov,-73.76719102,41.04627904,"White Plains, NY",New York District 16,118,"Westchester County, NY",02,Region 2,NY,36119,36,3616,New York,10603,07/18/2024,2024/07/18,Housing services
03/25/2024,"HAITIAN CENTERS COUNCIL, INC.",3807 Church Ave,Brooklyn,NY,11203-2906,Other community-based service organization (CBO),Y,"NEW YORK, CITY OF",H89HA00015,Y,,,Y,,,Y,,,2023,2,02,Region 2,36,New York,36047,047,Kings,County            ,N,N,N,Kings County,Charles E. Schumer,Kirsten E. Gillibrand,118,09,New York District 09,3609,Yvette D. Clarke,Representative,D,https://clarke.house.gov/,-73.94151575,40.65132427,"Brooklyn, NY",New York District 09,118,"Kings County, NY",02,Region 2,NY,36047,36,3609,New York,11203,07/18/2024,2024/07/18,Psychosocial support services
03/25/2024,MANHATTAN LEGAL SERVICES,1 W 125th St,New York,NY,10027,Other facility,Y,"NEW YORK, CITY OF",H89HA00015,Y,,,Y,,,Y,,,2023,2,02,Region 2,36,New York,36061,061,New York,County            ,N,N,N,New York County,Charles E. Schumer,Kirsten E. Gillibrand,118,13,New York District 13,3613,Adriano Espaillat,Representative,D,https://espaillat.house.gov,-73.94249434,40.8066994,"New York, NY",New York District 13,118,"New York County, NY",02,Region 2,NY,36061,36,3613,New York,10027,07/18/2024,2024/07/18,Other Professional Services
03/25/2024,HARLEM UNITED COMMUNITY AIDS CENTER  DBA/ UPPER ROOM MIN.,306 Malcolm X Blvd,New York,NY,10027-4465,Publicly funded community health center,Y,"NEW YORK, CITY OF",H89HA00015,Y,"HEALTH RESEARCH, INC.",X07HA00025,Y,,,Y,,,2023,2,02,Region 2,36,New York,36061,061,New York,County            ,N,N,N,New York County,Charles E. Schumer,Kirsten E. Gillibrand,118,13,New York District 13,3613,Adriano Espaillat,Representative,D,https://espaillat.house.gov,-73.945124,40.80804247,"New York, NY",New York District 13,118,"New York County, NY",02,Region 2,NY,36061,36,3613,New York,10027,07/18/2024,2024/07/18,Medical case management (including treatment adherence); Substance abuse services-outpatient; Food bank/home-delivered meals; Housing services; Psychosocial support services
03/25/2024,"HETRICK-MARTIN INSTITUTE, INC.",2 Astor Pl,New York,NY,10003-6955,Other community-based service organization (CBO),Y,"NEW YORK, CITY OF",H89HA00015,Y,,,Y,,,Y,,,2023,2,02,Region 2,36,New York,36061,061,New York,County            ,N,N,N,New York County,Charles E. Schumer,Kirsten E. Gillibrand,118,10,New York District 10,3610,Daniel S. Goldman,Representative,D,https://goldman.house.gov,-73.99274561,40.72993143,"New York, NY",New York District 10,118,"New York County, NY",02,Region 2,NY,36061,36,3610,New York,10003,07/18/2024,2024/07/18,Early intervention services (Parts A and B)
03/25/2024,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,451 Clarkson Ave,Brooklyn,NY,11203-2097,Hospital or university-based clinic,Y,"NEW YORK, CITY OF",H89HA00015,Y,,,Y,,,Y,,,2023,2,02,Region 2,36,New York,36047,047,Kings,County            ,N,N,N,Kings County,Charles E. Schumer,Kirsten E. Gillibrand,118,09,New York District 09,3609,Yvette D. Clarke,Representative,D,https://clarke.house.gov/,-73.94461555,40.65625798,"Brooklyn, NY",New York District 09,118,"Kings County, NY",02,Region 2,NY,36047,36,3609,New York,11203,07/18/2024,2024/07/18,Outpatient/ambulatory medical care; Medical case management (including treatment adherence)
03/25/2024,HHC NORTH CENTRAL BRONX HOSPIT,3424 Kossuth Ave,Bronx,NY,10467-2489,Hospital or university-based clinic,Y,"NEW YORK, CITY OF",H89HA00015,Y,,,Y,,,Y,,,2023,2,02,Region 2,36,New York,36005,005,Bronx,County            ,N,N,N,Bronx County,Charles E. Schumer,Kirsten E. Gillibrand,118,15,New York District 15,3615,Ritchie Torres,Representative,D,https://ritchietorres.house.gov,-73.8815346,40.88038127,"Bronx, NY",New York District 15,118,"Bronx County, NY",02,Region 2,NY,36005,36,3615,New York,10467,07/18/2024,2024/07/18,Substance abuse services-outpatient
03/25/2024,WOODHULL MEDICAL CENTER AIDS CENTER PROGRAM,760 Broadway,Brooklyn,NY,11206-5383,Hospital or university-based clinic,Y,"NEW YORK, CITY OF",H89HA00015,Y,,,Y,,,Y,,,2023,2,02,Region 2,36,New York,36047,047,Kings,County            ,N,N,N,Kings County,Charles E. Schumer,Kirsten E. Gillibrand,118,08,New York District 08,3608,Hakeem S. Jeffries,Representative,D,https://jeffries.house.gov,-73.94160309,40.70035241,"Brooklyn, NY",New York District 08,118,"Kings County, NY",02,Region 2,NY,36047,36,3608,New York,11206,07/18/2024,2024/07/18,Mental health services
03/25/2024,"HISPANIC AIDS FORUM, INC.",76-11 37th Ave,Jackson Heights,NY,11372,Other community-based service organization (CBO),Y,"NEW YORK, CITY OF",H89HA00015,Y,,,Y,,,Y,,,2023,2,02,Region 2,36,New York,36081,081,Queens,County            ,N,N,N,Queens County,Charles E. Schumer,Kirsten E. Gillibrand,118,06,New York District 06,3606,Grace Meng,Representative,D,https://meng.house.gov,-73.88937403,40.74934384,"Jackson Heights, NY",New York District 06,118,"Queens County, NY",02,Region 2,NY,36081,36,3606,New York,11372,07/18/2024,2024/07/18,Housing services
03/25/2024,HIV LAW PROJECT,57 Willoughby St,Brooklyn,NY,11201-5257,Other community-based service organization (CBO),Y,"NEW YORK, CITY OF",H89HA00015,Y,,,Y,,,Y,,,2023,2,02,Region 2,36,New York,36047,047,Kings,County            ,N,N,N,Kings County,Charles E. Schumer,Kirsten E. Gillibrand,118,07,New York District 07,3607,Nydia M. Velazquez,Representative,D,https://velazquez.house.gov,-73.98662439,40.69231425,"Brooklyn, NY",New York District 07,118,"Kings County, NY",02,Region 2,NY,36047,36,3607,New York,11201,07/18/2024,2024/07/18,Other Professional Services
03/25/2024,"HOUSING WORKS, INC.",57 Willoughby St,Brooklyn,NY,11201-5257,Other community-based service organization (CBO),Y,"NEW YORK, CITY OF",H89HA00015,Y,"HEALTH RESEARCH, INC.",X07HA00025,Y,,,Y,,,2023,2,02,Region 2,36,New York,36047,047,Kings,County            ,N,N,N,Kings County,Charles E. Schumer,Kirsten E. Gillibrand,118,07,New York District 07,3607,Nydia M. Velazquez,Representative,D,https://velazquez.house.gov,-73.98662439,40.69231425,"Brooklyn, NY",New York District 07,118,"Kings County, NY",02,Region 2,NY,36047,36,3607,New York,11201,07/18/2024,2024/07/18,Mental health services; Medical case management (including treatment adherence); Substance abuse services-outpatient; Housing services; Ending the HIV Epidemic Services
03/25/2024,"INSTITUTE FOR COMM.LIVING, INC",125 Broad St,New York,NY,10004-2400,Other community-based service organization (CBO),Y,,,Y,,,Y,,,Y,,,2023,2,02,Region 2,36,New York,36061,061,New York,County            ,N,N,N,New York County,Charles E. Schumer,Kirsten E. Gillibrand,118,10,New York District 10,3610,Daniel S. Goldman,Representative,D,https://goldman.house.gov,-74.01089318,40.70228285,"New York, NY",New York District 10,118,"New York County, NY",02,Region 2,NY,36061,36,3610,New York,10004,07/18/2024,2024/07/18,Housing services
03/25/2024,THE INSTITUTE FOR FAMILY HEALTH,2006 Madison Ave,New York,NY,10035,Publicly funded community health center,Y,"NEW YORK, CITY OF",H89HA00015,Y,"HEALTH RESEARCH, INC.",X07HA00025,Y,"Institute For Family Health, The",H76HA21502,Y,,,2023,2,02,Region 2,36,New York,36061,061,New York,County            ,N,N,N,New York County,Charles E. Schumer,Kirsten E. Gillibrand,118,13,New York District 13,3613,Adriano Espaillat,Representative,D,https://espaillat.house.gov,-73.93967969,40.80761135,"New York, NY",New York District 13,118,"New York County, NY",02,Region 2,NY,36061,36,3613,New York,10035,07/18/2024,2024/07/18,Quality management; Outpatient/ambulatory medical care; Mental health services; Medical case management (including treatment adherence); Case management (non-medical)
03/25/2024,"IRIS HOUSE, INC.",2348 Adam Clayton Powell Jr Blvd,New York,NY,10030-2301,Other community-based service organization (CBO),Y,"CITY OF NEWARK, NEW JERSEY",H89HA00003,Y,"HEALTH RESEARCH, INC.",X07HA00025,Y,,,Y,,,2023,2,02,Region 2,36,New York,36061,061,New York,County            ,N,N,N,New York County,Charles E. Schumer,Kirsten E. Gillibrand,118,13,New York District 13,3613,Adriano Espaillat,Representative,D,https://espaillat.house.gov,-73.94273968,40.81708873,"New York, NY",New York District 13,118,"New York County, NY",02,Region 2,NY,36061,36,3613,New York,10030,07/18/2024,2024/07/18,Case management (non-medical); Food bank/home-delivered meals; Health education/risk reduction; Housing services; Medical transportation services; Psychosocial support services
03/25/2024,"LATINO COMMISSION ON AIDS, INC",24 W 25th St,New York,NY,10010-2704,Other community-based service organization (CBO),Y,"NEW YORK, CITY OF",H89HA00015,Y,,,Y,,,Y,,,2023,2,02,Region 2,36,New York,36061,061,New York,County            ,N,N,N,New York County,Charles E. Schumer,Kirsten E. Gillibrand,118,12,New York District 12,3612,Jerrold Nadler,Representative,D,https://nadler.house.gov,-73.99027605,40.74341427,"New York, NY",New York District 12,118,"New York County, NY",02,Region 2,NY,36061,36,3612,New York,10010,07/18/2024,2024/07/18,Health education/risk reduction
03/25/2024,THE LEGAL AID SOCIETY,2090 Adam Clayton Powell Jr Blvd,New York,NY,10027,Other community-based service organization (CBO),Y,"NEW YORK, CITY OF",H89HA00015,Y,,,Y,,,Y,,,2023,2,02,Region 2,36,New York,36061,061,New York,County            ,N,N,N,New York County,Charles E. Schumer,Kirsten E. Gillibrand,118,13,New York District 13,3613,Adriano Espaillat,Representative,D,https://espaillat.house.gov,-73.94884254,40.80873507,"New York, NY",New York District 13,118,"New York County, NY",02,Region 2,NY,36061,36,3613,New York,10027,07/18/2024,2024/07/18,Other Professional Services
03/25/2024,"LEGAL AID SOCIETY OF ROCKLAND COUNTY, INC.",2 Congers Rd,New City,NY,10956-5113,Other facility,Y,"NEW YORK, CITY OF",H89HA00015,Y,,,Y,,,Y,,,2023,2,02,Region 2,36,New York,36087,087,Rockland,County            ,N,N,N,Rockland County,Charles E. Schumer,Kirsten E. Gillibrand,118,17,New York District 17,3617,Michael Lawler,Representative,R,https://lawler.house.gov,-73.98869882,41.14738906,"New City, NY",New York District 17,118,"Rockland County, NY",02,Region 2,NY,36087,36,3617,New York,10956,07/18/2024,2024/07/18,Other Professional Services
03/25/2024,"PUBLIC HEALTH SOLUTIONS, INC.",40 Worth St,New York,NY,10013-2904,Other facility,Y,"NEW YORK, CITY OF",H89HA00015,Y,,,Y,,,Y,,,2023,2,02,Region 2,36,New York,36061,061,New York,County            ,N,N,N,New York County,Charles E. Schumer,Kirsten E. Gillibrand,118,10,New York District 10,3610,Daniel S. Goldman,Representative,D,https://goldman.house.gov,-74.00699895,40.71731344,"New York, NY",New York District 10,118,"New York County, NY",02,Region 2,NY,36061,36,3610,New York,10013,07/18/2024,2024/07/18,Administrative or technical support; Fiscal intermediary support; Other fiscal services; Ending the HIV Epidemic Services
